"",GeneID,Length,EntrezGene,Symbol,RefSeq,logFC,logCPM,PValue,padj
ENSRNOG00000043370,ENSRNOG00000043370.3,3323,654496,Fubp1,NM_001037653,-0.411630752289253,6.70119103678647,1.25250951059879e-15,9.75550104210205e-15
ENSRNOG00000011294,ENSRNOG00000011294.7,3796,310960,Usp33,NM_001017379,-0.133943518033349,6.0733792559287,0.022229974653908,0.0392107339188015
ENSRNOG00000050321,ENSRNOG00000050321.2,6338,310958,Zzz3,NM_001134549,0.390051786719986,6.22361029800998,1.78789678138043e-11,1.03410100029446e-10
ENSRNOG00000042359,ENSRNOG00000042359.2,1530,295543,Pigk,NM_001011953,-0.587450118947185,6.69930842032806,8.9130249575518e-23,1.06068822327466e-21
ENSRNOG00000032660,ENSRNOG00000032660.7,5961,,,,0.120490119192688,7.91464650483769,0.0203699930044658,0.0361924366287216
ENSRNOG00000021410,ENSRNOG00000021410.5,1721,59318,Negr1,NM_021682,0.877215415256372,1.3814948820664,7.30910606201897e-6,0.0000236484122389337
ENSRNOG00000009990,ENSRNOG00000009990.6,2599,58821,Zranb2,NM_031616,0.149663547504649,6.4268441754419,0.0134384873121922,0.0248879492514337
ENSRNOG00000010658,ENSRNOG00000010658.6,1819,24962,Cth,NM_017074,0.683662971004394,6.00689862069495,2.09679229066983e-18,1.93670408513302e-17
ENSRNOG00000057089,ENSRNOG00000057089.1,1669,,,,0.810965570590871,4.20415672790954,8.60140547198399e-22,9.55527928394119e-21
ENSRNOG00000011340,ENSRNOG00000011340.5,3855,685374,Ankrd13c,NM_001191570,0.216078607076766,4.33613804043236,0.00290096722691462,0.00620855350940789
ENSRNOG00000029592,ENSRNOG00000029592.5,2630,502603,Srsf11,NM_001035255,0.171846984057612,6.53492238523192,0.0110951453086823,0.0209425588236311
ENSRNOG00000011555,ENSRNOG00000011555.6,2036,310946,Lrrc40,NM_001034926,0.332524947242711,4.48775793519385,0.000682226245894133,0.0016315191199916
ENSRNOG00000036816,ENSRNOG00000036816.3,4346,362065,Wls,NM_001085353,-0.405531907660835,9.01609500639538,9.39973797921693e-19,8.90150050163002e-18
ENSRNOG00000000729,ENSRNOG00000000729.7,1492,170898,Tmlhe,NM_133387,-0.433877097462532,2.47819504621786,0.000354418121446615,0.000887261256001421
ENSRNOG00000000728,ENSRNOG00000000728.6,1300,294141,Clic2,NM_001009651,-0.889706505343734,2.62579349639073,3.15004125061173e-12,1.94012314075882e-11
ENSRNOG00000000748,ENSRNOG00000000748.2,498,,,,-0.707017650195316,9.52019393057938,3.50595552979519e-49,1.08014594366846e-47
ENSRNOG00000060724,ENSRNOG00000060724.1,1573,,,,1.30826616598284,3.06571038155183,1.84133556582871e-23,2.26314506069585e-22
ENSRNOG00000000763,ENSRNOG00000000763.6,1852,24747,RT1-M3-1,NM_022921,0.470290752488957,2.48169967619859,0.000232264054979852,0.000599313020331411
ENSRNOG00000000774,ENSRNOG00000000774.8,6737,81657,Gabbr1,NM_031028,0.309796999654136,5.55813107634537,0.000316285791186768,0.000798286220464838
ENSRNOG00000056193,ENSRNOG00000056193.1,559,,,,0.5914526088786,0.916601969014129,0.00414911702369341,0.00864103326070082
ENSRNOG00000000779,ENSRNOG00000000779.5,1163,361784,Polr1h,NM_001166300,-0.389894755832183,2.57097189772711,0.000896916169248417,0.00209764604764846
ENSRNOG00000000780,ENSRNOG00000000780.7,1921,294207,Ppp1r11,NM_212542,-0.388396288468159,4.78464103702556,6.35587851560413e-8,2.6163271894399e-7
ENSRNOG00000032930,ENSRNOG00000032930.5,4979,309586,Trim26,NM_001011665,-0.441730604662067,5.01112183853924,2.43556504040498e-11,1.39358950557881e-10
ENSRNOG00000026374,ENSRNOG00000026374.2,435,,,,0.634492049493751,1.63821294166056,0.0271177364718318,0.0469539525971621
ENSRNOG00000000786,ENSRNOG00000000786.7,1698,406230,Rpp21,NM_001002831,-0.300789163357808,3.23435344824745,0.0105733927705816,0.0200423184811791
ENSRNOG00000045654,ENSRNOG00000045654.2,2104,,,,-0.668114001602131,3.78334162905639,4.55623326929606e-13,2.98101076194056e-12
ENSRNOG00000000798,ENSRNOG00000000798.6,5384,309593,Gnl1,NM_212500,-0.414649370508416,4.96218795979774,5.1279472743398e-8,2.13238935247292e-7
ENSRNOG00000059268,ENSRNOG00000059268.2,4165,65045,Ppp1r10,NM_022951,0.173921363191559,5.41948139666677,0.00638462638170282,0.0127655696792512
ENSRNOG00000000809,ENSRNOG00000000809.7,5012,361789,Atat1,NM_212498,0.784861445706857,3.03864759504505,6.64774010946489e-11,3.66895974831295e-10
ENSRNOG00000030157,ENSRNOG00000030157.4,5197,294232,Dhx16,NM_212496,-0.26400063833674,3.62664291225523,0.00607828305055393,0.0122058685128737
ENSRNOG00000000816,ENSRNOG00000000816.7,2840,,,,-0.263150933489137,6.2452680944484,2.80186445337287e-6,9.56303515055675e-6
ENSRNOG00000032813,ENSRNOG00000032813.4,5037,309595,Mdc1,NM_001166275,0.261539302660459,4.72271068879803,0.000681750944527484,0.00163074449532937
ENSRNOG00000061216,ENSRNOG00000061216.1,2156,29214,Tubb5,NM_173102,0.263816674202952,10.1478876620244,0.000154825443318036,0.000411759053550977
ENSRNOG00000000826,ENSRNOG00000000826.7,2854,64665,Flot1,NM_022701,-0.552984495544504,4.69234986332624,3.69303278841072e-16,2.98145163921686e-15
ENSRNOG00000000827,ENSRNOG00000000827.6,1282,294235,Ier3,NM_212505,0.540959463503405,4.39364966945443,1.80817768018722e-10,9.56086016709213e-10
ENSRNOG00000057125,ENSRNOG00000057125.1,4365,25678,Ddr1,NM_001166022,0.885888357767684,5.73650339747083,7.45622898172863e-28,1.14350839162263e-26
ENSRNOG00000000831,ENSRNOG00000000831.7,1921,294236,Gtf2h4,NM_212501,-0.31362147319964,2.0797970383024,0.0214912912809494,0.0379996508505398
ENSRNOG00000057822,ENSRNOG00000057822.1,805,,,,-0.436479350280193,1.49231673958119,0.0119465979530501,0.0223639797489991
ENSRNOG00000050215,ENSRNOG00000050215.3,1552,682408,Cdsn,NM_001399511,-0.373796090994941,2.67825445493898,0.00346454970364192,0.0073008841908028
ENSRNOG00000058288,ENSRNOG00000058288.1,838,406195,Tcf19,NM_213561,0.490148508738117,5.70503212059024,5.5013644916087e-9,2.55599588846056e-8
ENSRNOG00000047706,ENSRNOG00000047706.3,1089,414779,RT1-CE2,NM_001008840,0.353005622813194,2.79017939083679,0.00109752778381112,0.00253306562256656
ENSRNOG00000000466,ENSRNOG00000000466.4,1634,361802,Hsd17b8,NM_212529,1.02703700606836,2.454067256782,2.31317044583448e-15,1.77083352076473e-14
ENSRNOG00000045877,ENSRNOG00000045877.2,3379,,,,0.185143825659675,7.66593228927132,0.000241050968584603,0.00061990922434742
ENSRNOG00000047854,ENSRNOG00000047854.2,1735,,,,-1.13505931696073,1.08577248273285,9.35566652780321e-10,4.65734149879582e-9
ENSRNOG00000000457,ENSRNOG00000000457.6,4137,24811,Tap1,NM_032055,-0.855967890188543,3.67330919308771,4.67783987621357e-22,5.27264813364431e-21
ENSRNOG00000000456,ENSRNOG00000000456.6,2066,24968,Psmb8,NM_080767,-1.13924697465179,-0.483795892555302,0.00493764264146556,0.0101076670307079
ENSRNOG00000000455,ENSRNOG00000000455.5,2426,24812,Tap2,NM_032056,-0.290383313394826,3.27739882248994,0.0120529256453495,0.0225417187572002
ENSRNOG00000000440,ENSRNOG00000000440.6,2954,406164,Pbx2,NM_001002828,-0.434165347607,4.73307957252949,1.97985725282354e-8,8.60462098844689e-8
ENSRNOG00000000437,ENSRNOG00000000437.7,3184,406165,Agpat1,NM_212458,-0.418280078250207,5.35768003123344,6.96488009745892e-8,2.85261736103901e-7
ENSRNOG00000000432,ENSRNOG00000000432.6,1292,406168,Fkbpl,NM_001002818,-0.718153684410832,2.46081532059848,1.78785124147059e-8,7.81424010458645e-8
ENSRNOG00000000431,ENSRNOG00000000431.7,3183,406169,Atf6b,NM_001002809,-0.206504079039346,5.20036814573184,0.00173077104987118,0.00386088653828061
ENSRNOG00000000421,ENSRNOG00000000421.4,3912,294260,Skic2,NM_213559,-0.243720879489302,4.54089315707374,0.00208433753777634,0.00459269796944235
ENSRNOG00000000420,ENSRNOG00000000420.7,1608,294258,Nelfe,NM_001165901,-0.313970649327446,4.16529221058054,0.0000288216736698722,0.0000856740316807693
ENSRNOG00000000418,ENSRNOG00000000418.4,2408,,,,-0.32639219902601,1.71085219379419,0.0271364899904019,0.0469746906264117
ENSRNOG00000050647,ENSRNOG00000050647.2,2456,24472,Hspa1a,NM_031971,-0.639487044648016,4.01722082986891,9.51614196276267e-17,7.97170949678197e-16
ENSRNOG00000000867,ENSRNOG00000000867.6,4210,25009,Vars1,NM_053292,0.157068274806344,6.48515821608691,0.00612297664715937,0.0122867199647152
ENSRNOG00000000857,ENSRNOG00000000857.6,2927,294252,Msh5,NM_212536,0.96042351269087,-0.762646834540589,0.00954091397322057,0.0183206691585499
ENSRNOG00000029682,ENSRNOG00000029682.5,1172,406864,Clic1,NM_001002807,-0.715770581334387,6.8178455716803,5.58189746636076e-25,7.40549535632781e-24
ENSRNOG00000000842,ENSRNOG00000000842.5,1422,294239,Ddah2,NM_001165936,0.570228176225004,3.59469907558816,2.54473208303691e-7,9.77560698232853e-7
ENSRNOG00000056637,ENSRNOG00000056637.1,3229,361796,Abhd16a,NM_212531,-0.342812160801222,3.47657903260322,0.000462000674617435,0.00113546841923349
ENSRNOG00000000847,ENSRNOG00000000847.8,1773,81650,Csnk2b,NM_001035238,-0.388664793016796,6.33452528983489,3.64805008009487e-11,2.05679407525154e-10
ENSRNOG00000039658,ENSRNOG00000039658.4,2331,406868,G4,NM_001003975,-0.486999447264694,2.66131417582539,0.000226296269387625,0.000585112174336074
ENSRNOG00000000852,ENSRNOG00000000852.6,6945,294250,Prrc2a,NM_212462,-0.148846326250611,8.06179424116734,0.0285385559493269,0.049076970935434
ENSRNOG00000046031,ENSRNOG00000046031.2,2750,,,,-0.32895108353213,3.26396599525709,0.004923974290108,0.0100836011164043
ENSRNOG00000059927,ENSRNOG00000059927.1,882,,,,-1.36465647681729,-1.15823903130783,0.00873523485208777,0.0169094241817013
ENSRNOG00000047864,ENSRNOG00000047864.2,1728,,,,-1.15427244976023,1.07556911328066,5.45129755684712e-10,2.7602917943071e-9
ENSRNOG00000000461,ENSRNOG00000000461.7,3756,294276,Brd2,NM_212495,0.159847686644899,7.71701446225131,0.00144022014896186,0.00326314955796816
ENSRNOG00000038999,ENSRNOG00000038999.4,2724,414791,RT1-CE11,NM_001008834,0.33078965819295,1.53774295943779,0.0279930690871253,0.0482466322506098
ENSRNOG00000028505,ENSRNOG00000028505.6,2490,,,,-0.322401964314974,8.62122076715396,5.35042957324987e-6,0.0000176237480645132
ENSRNOG00000031171,ENSRNOG00000031171.5,2251,309628,Wdr46,NM_212491,-0.239083159307564,4.10340737252444,0.0125538747989529,0.023383974232525
ENSRNOG00000000473,ENSRNOG00000000473.6,991,309629,Pfdn6,NM_001164718,-0.227154480090214,4.45184623064326,0.00429676808165365,0.0089110535054669
ENSRNOG00000000474,ENSRNOG00000000474.6,4135,294283,Ralgdsl2,NM_212547,-0.315762865448669,4.17218501745428,0.000390555263182796,0.000971239133410993
ENSRNOG00000061991,ENSRNOG00000061991.1,717,,,,-0.747383671241799,0.844548205345917,0.00041800828679828,0.00103413042258589
ENSRNOG00000029500,ENSRNOG00000029500.5,2056,25217,Tapbp,NM_033098,-0.594062484549971,3.81222185365244,1.08524349337344e-9,5.37926914269908e-9
ENSRNOG00000000476,ENSRNOG00000000476.5,2571,309630,Zbtb22,NM_001009172,-0.451218600839723,2.81287936139162,0.000126261480543173,0.000340760982334155
ENSRNOG00000000477,ENSRNOG00000000477.5,3676,140926,Daxx,NM_080891,0.54137749503154,5.33738989243949,1.11565425363165e-19,1.12572274907928e-18
ENSRNOG00000000480,ENSRNOG00000000480.7,3489,294287,Phf1,NM_001414742,-0.48102921015621,1.35738877482516,0.0103961308647423,0.0197576365056596
ENSRNOG00000000481,ENSRNOG00000000481.8,1597,294288,Cuta,NM_001164706,-0.272623585855464,5.4076079977523,0.000572940735612799,0.001385772916702
ENSRNOG00000000483,ENSRNOG00000000483.8,4955,192117,Syngap1,NM_001113409,-0.505803499989219,4.32918979669862,6.28123663809898e-8,2.58713799021403e-7
ENSRNOG00000026799,ENSRNOG00000026799.7,2787,294289,Zbtb9,NM_213564,-0.906376544362637,3.00185748258369,1.22313880275677e-16,1.01603333501617e-15
ENSRNOG00000000485,ENSRNOG00000000485.7,2026,116502,Bak1,NM_053812,-0.660320812624428,4.74585620985491,1.7853256586057e-16,1.4698191764198e-15
ENSRNOG00000052795,ENSRNOG00000052795.2,8803,25679,Itpr3,NM_013138,-0.41199417935945,5.25374212072571,5.18090717719097e-8,2.15376603012221e-7
ENSRNOG00000025909,ENSRNOG00000025909.5,618,361805,Uqcc2,NM_001108528,-0.418899107580969,4.08416420061019,6.76332409532943e-6,0.0000219542789177353
ENSRNOG00000000512,ENSRNOG00000000512.8,3675,309646,Slc26a8,NM_001107614,0.580080672121301,1.5628258882849,0.000246712482016732,0.00063305975396631
ENSRNOG00000000513,ENSRNOG00000000513.9,3506,81649,Mapk14,NM_031020,-0.221533389978347,6.57515394200801,0.0000512836445968555,0.000146869747715514
ENSRNOG00000028641,ENSRNOG00000028641.7,5754,309647,Brpf3,NM_001107615,-0.310167132086999,4.42276188727481,0.000199473544693477,0.000521497496441705
ENSRNOG00000000517,ENSRNOG00000000517.5,1447,294307,Kctd20,NM_001399470,0.326867239074995,3.94796975383463,2.56331355919414e-6,8.79865788181914e-6
ENSRNOG00000000520,ENSRNOG00000000520.8,5290,361814,Srsf3,NM_001047907,0.16482543462808,8.11055527456244,0.000395354301405254,0.000982644681728656
ENSRNOG00000000521,ENSRNOG00000000521.4,1950,114851,Cdkn1a,NM_080782,-0.869543402376848,6.91995750228882,9.91834295184056e-43,2.50926837015178e-41
ENSRNOG00000000523,ENSRNOG00000000523.8,1314,309651,Ppil1,NM_001034188,0.201010425319823,4.33936926731761,0.0022351903840717,0.00489784723957168
ENSRNOG00000000487,ENSRNOG00000000487.8,3141,24417,Grm4,NM_022666,-0.765966873387609,3.12461847708128,4.39869990754346e-14,3.10033429172255e-13
ENSRNOG00000000525,ENSRNOG00000000525.8,2090,294312,Pi16,NM_001170481,-0.858857199536577,0.540038120933627,0.0000810908398360068,0.00022552525646668
ENSRNOG00000000527,ENSRNOG00000000527.6,2069,294313,Mtch1,NM_001100833,-0.53961594477244,7.69250995962601,7.33650474441744e-22,8.1828883167018e-21
ENSRNOG00000000488,ENSRNOG00000000488.4,324,117062,Hmga1,NM_001412159,-1.57529000464981,4.29479063108314,1.13088367427464e-47,3.35012206413325e-46
ENSRNOG00000054374,ENSRNOG00000054374.1,878,294291,Smim29,NM_001106377,-1.27762676707542,2.16703168435279,1.22371094555304e-19,1.22849591232059e-18
ENSRNOG00000000490,ENSRNOG00000000490.7,465,81773,Rps10,NM_031109,-0.409526154988037,8.00549847258761,9.92316278034816e-8,3.99926537170776e-7
ENSRNOG00000038883,ENSRNOG00000038883.4,3303,294154,Ilrun,NM_001039607,-0.126702914141121,6.59335381113808,0.011984210744316,0.0224283339307772
ENSRNOG00000000493,ENSRNOG00000000493.7,1072,361808,Snrpc,NM_001271040,-0.239828213692205,6.08070950062485,0.00182225353301253,0.00405517222819995
ENSRNOG00000000495,ENSRNOG00000000495.7,4711,309637,Bltp3a,NM_001431780,0.234026620037601,3.63585482182116,0.00531508122910419,0.0107968184850257
ENSRNOG00000000501,ENSRNOG00000000501.6,2519,361809,Zfp523,NM_001134755,-0.381685671449951,2.15193590527379,0.00661038573316933,0.0131600212241039
ENSRNOG00000000502,ENSRNOG00000000502.6,2478,309642,Def6,NM_001191717,-1.37735944780299,3.73548884770894,1.17930641215406e-38,2.64134153442713e-37
ENSRNOG00000000503,ENSRNOG00000000503.7,5620,25682,Ppard,NM_013141,-0.611818236059999,3.54731065651078,1.74160269795615e-11,1.00900876742432e-10
ENSRNOG00000000506,ENSRNOG00000000506.7,5874,294299,Tead3,NM_001098216,0.259694127676974,5.59915207719459,0.000706600524989153,0.00168466202552874
ENSRNOG00000022523,ENSRNOG00000022523.5,3387,361810,Fkbp5,NM_001012174,0.367565943080821,4.11969733074639,3.22611388016423e-6,0.0000109010097086515
ENSRNOG00000000529,ENSRNOG00000000529.5,1299,24649,Pim1,NM_017034,1.3522474029413,2.50800664233826,5.84000037362431e-33,1.08678879436144e-31
ENSRNOG00000046758,ENSRNOG00000046758.1,570,102547645,Tmem217,NM_001432504,0.736713666575794,-0.897360425876479,0.023497774154457,0.0412318872139465
ENSRNOG00000059659,ENSRNOG00000059659.1,2590,361816,Zfand3,NM_001012175,-0.452364887320684,6.04233465183996,2.08701633991138e-16,1.71086373883241e-15
ENSRNOG00000000541,ENSRNOG00000000541.6,1045,294320,Glo1,NM_207594,-0.149460278509927,6.67001009906863,0.00743585333531973,0.0146144982479264
ENSRNOG00000000542,ENSRNOG00000000542.8,14534,207117,Dnah8,NM_001427092,0.759969771184872,-0.222062682745768,0.0103286767700709,0.0196542647562635
ENSRNOG00000001182,ENSRNOG00000001182.7,1562,64539,Ndufv3,NM_001101011,-0.313869711992835,6.21913634292852,2.31914101504244e-8,1.00039113355782e-7
ENSRNOG00000045860,ENSRNOG00000045860.2,951,687575,U2af1,NM_001044291,-0.20435867375132,6.28220813709054,0.0128764342241182,0.0239365626284761
ENSRNOG00000001194,ENSRNOG00000001194.7,4403,309673,Rrp1b,NM_001427282,0.345360214395061,5.29857688865256,2.31996968909234e-10,1.2114523453701e-9
ENSRNOG00000001201,ENSRNOG00000001201.4,640,25308,Cstb,NM_012838,-0.272074161786163,6.31687186252433,8.7894744649939e-6,0.0000281165837523478
ENSRNOG00000001205,ENSRNOG00000001205.5,6003,294324,Agpat3,NM_001106378,0.586603915408814,5.00050762308458,3.07720174384964e-17,2.64326672718286e-16
ENSRNOG00000001211,ENSRNOG00000001211.4,1276,294326,Gatd3a,NM_001004225,-0.457476202463441,4.48451780189275,1.08967311745229e-8,4.88907058264031e-8
ENSRNOG00000001214,ENSRNOG00000001214.5,2753,25741,Pfkl,NM_013190,-0.358630718623393,4.46867061449126,5.69739821925141e-6,0.0000186999831703839
ENSRNOG00000038489,ENSRNOG00000038489.3,1569,,,,-0.31572284344764,6.27141290248105,6.1545947372059e-7,2.27297020342628e-6
ENSRNOG00000001223,ENSRNOG00000001223.5,2571,365548,Pttg1ip,NM_001013238,-0.313224408093051,6.42827934860864,2.63509942120269e-8,1.13175397693786e-7
ENSRNOG00000001227,ENSRNOG00000001227.6,6680,25367,Adarb1,NM_001111055,0.658504505439741,5.6166882860735,2.98986400770294e-28,4.70504819554978e-27
ENSRNOG00000001228,ENSRNOG00000001228.6,2259,309686,Pofut2,NM_001107621,-0.408128450869526,6.04918912017411,1.33886986110166e-9,6.56832687696864e-9
ENSRNOG00000001229,ENSRNOG00000001229.6,5007,85251,Col18a1,NM_053489,-1.8776211739982,4.65169071294675,3.53987239399894e-119,4.30498165529837e-117
ENSRNOG00000001249,ENSRNOG00000001249.8,3082,294337,Col6a1,NM_001427263,-3.88249543554203,1.23272542794124,1.7750500130673e-59,7.13312851627973e-58
ENSRNOG00000001254,ENSRNOG00000001254.6,3695,361821,Col6a2,NM_001100741,-4.64345530052291,3.07321101503174,3.27441266436524e-227,1.46440184447612e-224
ENSRNOG00000054549,ENSRNOG00000054549.1,4514,81681,Lss,NM_031049,-1.45726911058588,4.80462140668887,2.85404526641569e-79,1.77437146069897e-77
ENSRNOG00000021365,ENSRNOG00000021365.4,4419,361822,Ybey,NM_001108529,0.395464750083033,1.95331100931802,0.00589615287622133,0.0118745298483342
ENSRNOG00000001276,ENSRNOG00000001276.8,9447,309692,Pcnt,NM_001427002,0.168561880111635,4.59177151455895,0.027667263578311,0.0477801373006607
ENSRNOG00000028441,ENSRNOG00000028441.4,3657,294343,Zfp280b,NM_001419514,0.504561801548613,3.45145477005587,8.88584560226011e-8,3.59269068036553e-7
ENSRNOG00000029979,ENSRNOG00000029979.5,3120,365549,Slc5a1l1,NM_001127556,0.865988674985334,0.235886876523869,0.000448095156404839,0.00110266085346054
ENSRNOG00000028344,ENSRNOG00000028344.5,1476,25481,Mmp11,NM_012980,0.30113255336291,3.39644781579152,0.00825749419036163,0.0160721464909692
ENSRNOG00000028302,ENSRNOG00000028302.6,3713,361825,Smarcb1,NM_001025728,-0.541369959973291,5.46025352444702,3.45415609176528e-19,3.37242394762211e-18
ENSRNOG00000006589,ENSRNOG00000006589.4,348,81683,Mif,NM_031051,-0.996440604269845,5.34998795158165,1.94451027211248e-23,2.38572481527146e-22
ENSRNOG00000049771,ENSRNOG00000049771.1,948,25260,Gstt1,NM_053293,-1.23198364452519,1.60447729657222,3.6655803861098e-12,2.24766061357922e-11
ENSRNOG00000001239,ENSRNOG00000001239.6,1158,,,,-1.00699840744347,5.49737932522702,7.51868827029324e-43,1.91264392989625e-41
ENSRNOG00000001237,ENSRNOG00000001237.6,7932,94165,Cabin1,NM_053575,-0.718479912684415,5.56859617406837,1.06698416495614e-22,1.26433063785914e-21
ENSRNOG00000062276,ENSRNOG00000062276.1,1226,29566,Ggt5,NM_019235,-3.75089438372114,1.00283797023419,4.84624313234421e-45,1.31483981970294e-43
ENSRNOG00000047697,ENSRNOG00000047697.3,1487,116568,Ggt1,NM_053840,-1.33190669841456,-0.0752911839505776,0.000296323226867607,0.000750772152282987
ENSRNOG00000046428,ENSRNOG00000046428.3,5193,100365744,Lrrc75b,NM_001101016,-0.215109928389317,7.21356906930403,0.000018943392542039,0.0000578610253806628
ENSRNOG00000049952,ENSRNOG00000049952.3,1677,687713,Gucd1,NM_001134997,-1.03539463963244,3.95498214654898,7.32631765431446e-33,1.35791534705101e-31
ENSRNOG00000001311,ENSRNOG00000001311.6,1247,690407,Rab36,NM_001109589,-0.807148736673434,0.876729766975014,0.000100650360695449,0.000275719541727268
ENSRNOG00000000606,ENSRNOG00000000606.8,4656,690865,Pcdh15,NM_001271377,0.50469891501975,1.15063224437436,0.0113073930514908,0.0212881174994389
ENSRNOG00000026519,ENSRNOG00000026519.5,1461,,,,-0.810873104768191,7.61612860780844,9.86194450136013e-41,2.38614308144602e-39
