"","GeneID","Length","EntrezGene","Symbol","RefSeq","logFC","logCPM","PValue","FDR"
"ENSRNOG00000059538","ENSRNOG00000059538.1",2013,"362447","Clec2g","NM_001048075",-1.6701356722877,3.85824292964909,4.32181202132774e-66,2.10977471351013e-64
"ENSRNOG00000021079","ENSRNOG00000021079.4",533,"58971","Fxyd1","NM_031648",-2.82517293120342,2.39947174451631,4.53301698264594e-66,2.20511394552293e-64
"ENSRNOG00000009884","ENSRNOG00000009884.6",505,"56646","Lgals1","NM_019904",-1.58945525311727,10.4707648815716,6.48267592238839e-66,3.14251115342632e-64
"ENSRNOG00000007136","ENSRNOG00000007136.6",1859,"155423","Anxa7","NM_130416",-1.01756888333124,6.05632124601456,2.58329888948439e-65,1.2392683669139e-63
"ENSRNOG00000021182","ENSRNOG00000021182.5",4270,"117559","Sv2a","NM_057210",-1.55553277103478,3.75030437817894,2.71362195465692e-65,1.29729844066771e-63
"ENSRNOG00000013994","ENSRNOG00000013994.6",4098,"85496","Enpp1","NM_053535",-1.05556343832497,7.17151413654006,3.40458883045148e-65,1.62203503592369e-63
"ENSRNOG00000056837","ENSRNOG00000056837.1",2930,"287537","Abr","NM_001105814",-1.15231514255434,4.46384216301072,4.34286925648136e-65,2.06197052643348e-63
"ENSRNOG00000001414","ENSRNOG00000001414.2",3063,"24617","Serpine1","NM_012620",-2.51828193246308,4.97335208024847,1.74786343920265e-64,8.13167071178037e-63
"ENSRNOG00000023197","ENSRNOG00000023197.5",6072,"307296","Zfp608","NM_001107378",-1.00351220104027,5.12737368037466,9.05335560930554e-64,4.14243307483208e-62
"ENSRNOG00000015812","ENSRNOG00000015812.5",1950,"295061","Tm4sf1","NM_001106434",-1.79316506393874,4.08818912799802,3.02442000657904e-63,1.3613817847796e-61
"ENSRNOG00000011228","ENSRNOG00000011228.7",3928,"500996","Layn","NM_001191997",-1.72626882448401,3.78652191140368,3.49960044243025e-63,1.57017671630592e-61
"ENSRNOG00000012019","ENSRNOG00000012019.5",1888,"310508","B3galnt1","NM_001013158",-1.2175622671001,5.24835921276218,6.00292963614893e-63,2.67603268410189e-61
"ENSRNOG00000018939","ENSRNOG00000018939.7",1194,"300689","Rexo2","NM_001008326",-1.08495117746873,6.65526235171942,1.28491709750091e-62,5.67327727380657e-61
"ENSRNOG00000003300","ENSRNOG00000003300.3",2562,"29619","Btg2","NM_017259",-1.17079917787717,5.18149027854113,1.42607992015643e-62,6.27656254382499e-61
"ENSRNOG00000011321","ENSRNOG00000011321.7",2826,"501095","Rftn1","NM_001135011",-1.12289622542739,4.62184562968539,1.61265324830552e-62,7.05294152508131e-61
"ENSRNOG00000032297","ENSRNOG00000032297.2",1849,"140910","Msmo1","NM_080886",-1.05565185731008,5.52457905220928,2.33873251003474e-62,1.01643221063077e-60
"ENSRNOG00000007078","ENSRNOG00000007078.7",1899,"65154","Ccn4","NM_031716",-1.35615118915241,6.83353647819514,2.5166646845511e-62,1.09034497458176e-60
"ENSRNOG00000021217","ENSRNOG00000021217.5",5038,"310683","Itga10","NM_001107699",-3.5249590931642,1.59785772773173,4.20888612647814e-62,1.81781922920539e-60
"ENSRNOG00000032410","ENSRNOG00000032410.5",6987,"498136","Mtus2","NM_001100989",-1.14322123220631,6.24188398391729,1.3333136604229e-61,5.68771095018556e-60
"ENSRNOG00000007529","ENSRNOG00000007529.4",2084,"246142","Bmf","NM_001401791",-1.12607590935655,4.36110279456671,2.72978935221955e-61,1.16091409752061e-59
"ENSRNOG00000021750","ENSRNOG00000021750.5",958,"25261","Id1","NM_012797",-1.60084491841942,3.85403123273677,3.37602389604485e-61,1.43135153806623e-59
"ENSRNOG00000004476","ENSRNOG00000004476.5",2242,"114557","Wif1","NM_001399510",-1.9218443520777,2.80061664379981,1.9575460383618e-60,8.19922002291479e-59
"ENSRNOG00000017484","ENSRNOG00000017484.6",3081,"50563","Gja5","NM_019280",-1.78451200213782,5.09760271768923,1.99980483758142e-60,8.35099224946652e-59
"ENSRNOG00000019587","ENSRNOG00000019587.6",3614,"116660","Ptprn","NM_053881",-2.58246729784806,3.79020623481957,2.4568862737813e-60,1.01982848202706e-58
"ENSRNOG00000016690","ENSRNOG00000016690.6",2811,"89784","Idi1","NM_053539",-1.57238096807615,5.0698735236944,2.48435459511845e-60,1.02815200318574e-58
"ENSRNOG00000008941","ENSRNOG00000008941.8",5031,"24356","Ets1","NM_012555",-1.16816554723976,4.67526906120985,3.41915339517831e-60,1.40662144423597e-58
"ENSRNOG00000052685","ENSRNOG00000052685.1",2295,NA,NA,NA,-1.70699999859847,4.10931159562076,4.87077517735796e-60,1.99198899878734e-58
"ENSRNOG00000003256","ENSRNOG00000003256.7",3239,"25405","Ccng1","NM_012923",-1.0281000922277,8.4856058261157,6.73558866884253e-60,2.74653533249509e-58
"ENSRNOG00000020871","ENSRNOG00000020871.7",5338,"292734","Ltbp4","NM_001170336",-1.09943168264096,6.45611887678968,9.22695609930722e-60,3.74042454271331e-58
"ENSRNOG00000002826","ENSRNOG00000002826.5",3940,"29540","Hsd17b7","NM_001429538",-2.17910311885874,2.67586230030764,1.01912748512255e-59,4.11929546756241e-58
"ENSRNOG00000001249","ENSRNOG00000001249.8",3082,"294337","Col6a1","NM_001427263",-3.88249543554203,1.23272542794124,1.7750500130673e-59,7.13312851627973e-58
"ENSRNOG00000005621","ENSRNOG00000005621.4",1335,"688618","Gxylt2","XM_001066466",-1.50166864170377,3.48249415251815,2.11398079116735e-59,8.47058661524397e-58
"ENSRNOG00000037247","ENSRNOG00000037247.4",950,"361568","Rras","NM_001108481",-1.46135199450066,4.64042476903412,8.634720780895e-59,3.43013664488046e-57
"ENSRNOG00000042978","ENSRNOG00000042978.3",3371,"553106","Ncald","NM_001024371",-1.02995797800165,4.90107451935725,1.39631587405773e-58,5.53100665083895e-57
"ENSRNOG00000008425","ENSRNOG00000008425.8",6879,"685707","Nav1","NM_001427517",-1.09846974279729,5.46439566754641,5.31668447731125e-58,2.10001463229183e-56
"ENSRNOG00000033835","ENSRNOG00000033835.6",3199,"140694","Dnm1","NM_080689",-2.14655175021876,2.74348434772771,4.35501461492792e-57,1.67251863217066e-55
"ENSRNOG00000038202","ENSRNOG00000038202.3",896,"691455","Calml4","NM_001127575",-1.63358056680298,3.0732631982671,1.13863384308849e-56,4.30136773857733e-55
"ENSRNOG00000020133","ENSRNOG00000020133.2",2549,NA,NA,NA,-1.99185229686988,3.73575088827107,1.21289735540776e-56,4.56945894982965e-55
"ENSRNOG00000020197","ENSRNOG00000020197.4",2565,"293669","Cd248","NM_001106325",-1.67700905476046,4.10705407792629,7.02353045740409e-56,2.61056906867159e-54
"ENSRNOG00000015461","ENSRNOG00000015461.7",2146,"29366","Serpine2","NM_019197",-1.25204431226987,5.36556028889566,7.20447525192324e-56,2.67066430194288e-54
"ENSRNOG00000024410","ENSRNOG00000024410.4",1137,"292737","Blvrb","NM_001106236",-1.33203808299201,4.07446350686477,9.32149655792434e-56,3.4370539435921e-54
"ENSRNOG00000004752","ENSRNOG00000004752.8",5324,"266760","Nalcn","NM_001393693",-2.17592639384771,2.72550836827653,1.73472061713828e-55,6.36247794603309e-54
"ENSRNOG00000016701","ENSRNOG00000016701.7",1105,"245986","Gng8","NM_139185",-1.93709403496557,3.10589806014065,5.32068328144357e-55,1.92600399514187e-53
"ENSRNOG00000024501","ENSRNOG00000024501.6",5587,"54293","Rgs3","NM_001429681",-1.00331366452194,5.30790026016436,5.12463285835209e-54,1.82174128072291e-52
"ENSRNOG00000050278","ENSRNOG00000050278.1",2295,NA,NA,NA,-1.68296225030353,4.00941909278893,6.79716044383792e-54,2.40397531615737e-52
"ENSRNOG00000017579","ENSRNOG00000017579.6",3069,"306825","Mylip","NM_001107344",-1.30583203110542,4.04064971463857,7.17467730729582e-54,2.53103628977988e-52
"ENSRNOG00000061231","ENSRNOG00000061231.1",675,"498398","Selenom","NM_001115013",-1.15625524764503,6.33637847195105,3.53401064428652e-53,1.2310433058389e-51
"ENSRNOG00000002548","ENSRNOG00000002548.7",6240,"304913","Tnn","NM_001107189",-2.07779709931476,2.71574595766472,4.58982886163395e-53,1.58686751465569e-51
"ENSRNOG00000002331","ENSRNOG00000002331.5",1751,"25375","Aldh3a1","NM_031972",-2.19926897132111,3.08088818822975,5.20363519121448e-53,1.79015380374684e-51
"ENSRNOG00000048924","ENSRNOG00000048924.2",1989,"686539","Islr","NM_001126300",-3.34722065783843,2.16039420043336,2.03107294339689e-52,6.90166551158199e-51
"ENSRNOG00000000967","ENSRNOG00000000967.5",3191,"65984","Aacs","NM_023104",-1.28692654472283,4.64912116823292,3.58125012330326e-52,1.20588798563975e-50
"ENSRNOG00000008187","ENSRNOG00000008187.7",6126,"315579","Ubash3b","NM_001191792",-3.04452743990077,1.64830966636811,4.1261720742013e-52,1.38176931489678e-50
"ENSRNOG00000021919","ENSRNOG00000021919.4",2678,"299145","Rhoj","NM_001008320",-1.07011088573735,5.35423091536045,1.55136331556469e-51,5.09670639976039e-50
"ENSRNOG00000061373","ENSRNOG00000061373.1",3198,"312478","Loxl3","NM_001107866",-1.06951239666448,5.61350563698927,2.11677729924219e-51,6.92146237657872e-50
"ENSRNOG00000016687","ENSRNOG00000016687.5",4495,"308341","Ssc5d","NM_001134545",-1.21018807765153,6.53869460821932,2.74298803960456e-51,8.90603891828516e-50
"ENSRNOG00000000633","ENSRNOG00000000633.6",5117,"309722","Rhobtb1","NM_001107622",-1.35635993003422,3.62937216292047,4.31361757355751e-51,1.38756366681673e-49
"ENSRNOG00000002002","ENSRNOG00000002002.3",1263,"365265","Tmprss11b","NM_001412524",-2.3165472045812,2.50858481468278,9.76735507898305e-51,3.112979558966e-49
"ENSRNOG00000002135","ENSRNOG00000002135.5",3809,"680229","Sgcb","NM_001191068",-1.01276196164201,5.89376429734367,1.28250938406978e-50,4.07814451851914e-49
"ENSRNOG00000052376","ENSRNOG00000052376.1",2009,"363212","Bend6","NM_001108792",-1.34760496352939,3.64859221496804,1.51863590274741e-50,4.80693336887903e-49
"ENSRNOG00000020193","ENSRNOG00000020193.7",5641,"367218","Runx2","NM_001278483",-2.11023714604368,3.2988896144021,2.26637417353916e-50,7.15740581821115e-49
"ENSRNOG00000050108","ENSRNOG00000050108.1",1449,NA,NA,NA,-1.47467358655722,4.91236227704513,7.35650958708283e-50,2.2970866872819e-48
"ENSRNOG00000021104","ENSRNOG00000021104.4",729,"81505","Emp3","NM_030847",-1.87316548550069,6.9818706017022,1.35664335077051e-49,4.22662998091737e-48
"ENSRNOG00000010240","ENSRNOG00000010240.6",3123,"300870","Tent5a","NM_001106844",-1.38445290216508,4.75961753499428,2.46706226878647e-49,7.63467662822671e-48
"ENSRNOG00000006931","ENSRNOG00000006931.5",2258,"315500","Eepd1","NM_001014088",-1.79633857040739,2.94393138931464,3.08929802466367e-49,9.53898169575436e-48
"ENSRNOG00000015573","ENSRNOG00000015573.5",1616,"81652","Ctbs","NM_031023",-1.17816299032004,4.80948756773617,4.81949536565233e-49,1.48154065963202e-47
"ENSRNOG00000018524","ENSRNOG00000018524.6",2954,"54319","Ezr","NM_019357",-1.03775721364553,5.1604672127058,1.43492064667012e-48,4.39155404976479e-47
"ENSRNOG00000001728","ENSRNOG00000001728.7",2384,"288031","Fam43a","NM_001039002",-2.02993588274777,2.43646800178755,2.50564588825095e-48,7.60137299665452e-47
"ENSRNOG00000019390","ENSRNOG00000019390.5",2266,"316088","Klhl40","NM_001108195",-4.09872025782687,0.985341218651249,3.42393474386283e-48,1.03645046482346e-46
"ENSRNOG00000013668","ENSRNOG00000013668.4",1476,"297339","Capg","NM_001013086",-1.23896015242478,5.06000252565641,4.70234184844321e-48,1.41417065915004e-46
"ENSRNOG00000060829","ENSRNOG00000060829.1",4441,NA,NA,NA,-2.76324808942659,1.84833261015307,6.48394903618261e-48,1.93735925512146e-46
"ENSRNOG00000000488","ENSRNOG00000000488.4",324,"117062","Hmga1","NM_001412159",-1.57529000464981,4.29479063108314,1.13088367427464e-47,3.35012206413325e-46
"ENSRNOG00000025332","ENSRNOG00000025332.6",5267,"363104","Cd109","NM_001108771",-2.07937477089143,3.44677242693075,2.23316178712563e-47,6.54557188513949e-46
"ENSRNOG00000020948","ENSRNOG00000020948.5",2207,"56813","Pth1r","NM_020073",-1.24704921462672,4.37434178092805,3.78275308303241e-47,1.10176657023448e-45
"ENSRNOG00000027220","ENSRNOG00000027220.5",2424,NA,NA,NA,-1.2620851584646,4.11463298541892,2.08177610946078e-46,5.91429179950086e-45
"ENSRNOG00000007923","ENSRNOG00000007923.4",1331,"245918","Cgref1","NM_139087",-1.77232365216985,3.37820976288243,6.44011238034756e-46,1.80011528308747e-44
"ENSRNOG00000053869","ENSRNOG00000053869.1",3072,"689995","Ppp1r3d","NM_001109564",-1.29836214624029,3.36831290026444,2.24286620729879e-45,6.16966212261715e-44
"ENSRNOG00000003259","ENSRNOG00000003259.6",3704,"303701","C1qtnf1","NM_001007675",-1.36568184868272,3.77256536288837,2.69130615926457e-45,7.37396612490989e-44
"ENSRNOG00000004489","ENSRNOG00000004489.7",3109,"361383","Adgre5","NM_001012164",-1.72624816016194,2.65618008414893,4.60138027483934e-45,1.25085364961515e-43
"ENSRNOG00000062276","ENSRNOG00000062276.1",1226,"29566","Ggt5","NM_019235",-3.75089438372114,1.00283797023419,4.84624313234421e-45,1.31483981970294e-43
"ENSRNOG00000003732","ENSRNOG00000003732.4",2900,"299236","Flrt2","NM_001106750",-1.90269324196764,2.60348356354825,6.48325947315844e-45,1.74531862788094e-43
"ENSRNOG00000017448","ENSRNOG00000017448.7",2883,"686809","Exoc3l2","NM_001432576",-2.36727240133665,1.98042630685727,1.57455404737961e-44,4.19800332939827e-43
"ENSRNOG00000049942","ENSRNOG00000049942.2",4660,"498579","C16h10orf71","NM_001419656",-2.29461811309569,2.06991947315031,2.13023001408189e-44,5.65776032858837e-43
"ENSRNOG00000029726","ENSRNOG00000029726.4",1116,"24423","Gstm1","NM_017014",-1.0000139873666,4.30826428624822,2.62880289600843e-44,6.95529071569865e-43
"ENSRNOG00000024757","ENSRNOG00000024757.6",1433,"363015","Endod1","NM_001398869",-1.30840585132223,3.80807744760072,8.65552770985642e-44,2.25141156040243e-42
"ENSRNOG00000004124","ENSRNOG00000004124.6",1787,"24938","Grpr","NM_012706",-2.31936126907906,2.19291177689448,1.80518344449766e-43,4.66053319823381e-42
"ENSRNOG00000029141","ENSRNOG00000029141.4",1551,"689914","Trabd2b","XM_001072500",-1.17741171942084,4.08906442389133,2.02989175365633e-43,5.23093295031438e-42
"ENSRNOG00000001239","ENSRNOG00000001239.6",1158,NA,NA,NA,-1.00699840744347,5.49737932522702,7.51868827029324e-43,1.91264392989625e-41
"ENSRNOG00000049056","ENSRNOG00000049056.2",1826,"24183","Ak1","NM_024349",-1.40974297686864,4.47349820068468,2.15436281311332e-42,5.42070527059947e-41
"ENSRNOG00000002537","ENSRNOG00000002537.7",5682,"317420","Wnk3","NM_001163607",-1.78895357374887,3.0871562128932,6.56009965989972e-42,1.63577736843255e-40
"ENSRNOG00000024120","ENSRNOG00000024120.3",6971,"295144","Rxfp1","NM_201417",-1.28205332579634,4.31882643622645,1.74779858667566e-41,4.31933682810542e-40
"ENSRNOG00000026953","ENSRNOG00000026953.3",4155,"64443","Gpr88","NM_031696",-1.83517735616155,2.55295986256612,1.95999323547234e-41,4.8351149851581e-40
"ENSRNOG00000019354","ENSRNOG00000019354.6",7515,"89830","Ptch1","NM_001389256",-1.07023725159576,4.27598114472711,4.05027062359196e-41,9.93857556203166e-40
"ENSRNOG00000007541","ENSRNOG00000007541.6",1673,"313582","Fhl3","NM_001107979",-1.0463406588767,5.08954993736122,7.97542009611987e-41,1.93644876029082e-39
"ENSRNOG00000012865","ENSRNOG00000012865.6",2092,"300985","Parp3","NM_001008328",-1.04140955672986,4.20403842244652,9.91434122531008e-41,2.39464158097037e-39
"ENSRNOG00000008118","ENSRNOG00000008118.5",2156,"362606","Sync","NM_001108683",-1.04086204924855,4.23135739667896,2.1502767209697e-40,5.13105618924679e-39
"ENSRNOG00000013781","ENSRNOG00000013781.8",6519,"259273","Kcnq5","NM_001134643",-1.28744195990562,3.52680038328691,3.83538064775422e-40,9.10508857884665e-39
"ENSRNOG00000054515","ENSRNOG00000054515.1",5522,"500824","Fgd6","NM_001137645",-1.08775315030263,4.91318733175735,3.89190106125265e-40,9.22347287405244e-39
"ENSRNOG00000018452","ENSRNOG00000018452.8",5193,"64829","Unc13a","NM_022861",-1.99206379338928,2.27577591096684,5.65882584626627e-40,1.32747819852175e-38
"ENSRNOG00000005277","ENSRNOG00000005277.5",5744,"64576","Ptprv","NM_033099",-3.23469075197316,1.20958962552549,8.56498335233637e-39,1.94027662086261e-37
"ENSRNOG00000019330","ENSRNOG00000019330.7",1470,"362248","Procr","NM_001025733",-2.18131666696512,1.69793196849395,1.04871328002149e-38,2.35646043990566e-37
"ENSRNOG00000000502","ENSRNOG00000000502.6",2478,"309642","Def6","NM_001191717",-1.37735944780299,3.73548884770894,1.17930641215406e-38,2.64134153442713e-37
"ENSRNOG00000005287","ENSRNOG00000005287.7",3067,"299356","Syne3","NM_001106762",-1.42653607178273,3.49478177906049,1.61117838597379e-38,3.58545379504665e-37
"ENSRNOG00000009369","ENSRNOG00000009369.3",3010,"311795","Tor4a","NM_001107816",-1.10427179197071,3.98171441284811,2.75356831307168e-38,6.05959858609933e-37
"ENSRNOG00000013674","ENSRNOG00000013674.6",7613,"291445","Megf10","NM_001100657",-1.18503484016045,3.89531445618326,4.63420357971262e-37,9.88439975832859e-36
"ENSRNOG00000006674","ENSRNOG00000006674.4",1360,"287534","Rflnb","NM_001007611",-1.09214550784265,5.89333356423143,1.50803452706563e-36,3.19684872832384e-35
"ENSRNOG00000024818","ENSRNOG00000024818.5",1077,"362597","Eva1b","NM_001108679",-1.44902222967067,4.90662346856369,3.08469275293457e-36,6.46014808560195e-35
"ENSRNOG00000023312","ENSRNOG00000023312.4",6611,"301361","Lonrf2","XM_006244869",-5.43245697727939,0.46563045864574,6.74691630449376e-36,1.40449320789041e-34
"ENSRNOG00000019810","ENSRNOG00000019810.4",2176,"64362","Des","NM_022531",-2.32992712876942,1.61752213601856,7.00674950375645e-36,1.45639542908665e-34
"ENSRNOG00000016208","ENSRNOG00000016208.7",4001,"291423","Setbp1","NM_001427626",-1.17122364406809,4.77583452721398,1.21505137096987e-35,2.50304193270821e-34
"ENSRNOG00000061857","ENSRNOG00000061857.1",384,"295037","Mgst2","NM_001106430",-1.09641000243063,4.26227264637321,1.37818651705548e-35,2.8265056024345e-34
"ENSRNOG00000013196","ENSRNOG00000013196.7",1583,"502694","Dok5","NM_001109344",-1.9531579718884,2.57334131870277,1.65021039976709e-35,3.374412534273e-34
"ENSRNOG00000016636","ENSRNOG00000016636.5",3129,"362261","Lpin3","NM_001014184",-1.37049581264943,3.52452089530022,1.80676396126819e-35,3.68909802047455e-34
"ENSRNOG00000004276","ENSRNOG00000004276.8",4907,"360606","Itga3","NM_001108292",-1.21856094631704,4.5832760808464,5.51359126978044e-35,1.10303649876242e-33
"ENSRNOG00000010063","ENSRNOG00000010063.6",4619,"29595","Htr2a","NM_017254",-1.30629947835802,4.23766727677563,6.10222127279804e-35,1.21728339174204e-33
"ENSRNOG00000045683","ENSRNOG00000045683.2",1504,"287382","Mfap4","NM_001034124",-1.29966665567739,4.16880534895588,1.22719259335049e-34,2.42707533726265e-33
"ENSRNOG00000007896","ENSRNOG00000007896.6",4484,"314996","Klhl38","NM_001025008",-2.26675585860578,1.25647220363122,4.50861067050187e-34,8.75453478092968e-33
"ENSRNOG00000049422","ENSRNOG00000049422.3",1885,"116591","Fcgr2a","NM_001419015",-1.05538748787944,4.54394660392843,7.74103421645673e-34,1.4939144998062e-32
"ENSRNOG00000007415","ENSRNOG00000007415.5",2803,"24693","Ptgs1","NM_017043",-4.00091290912665,0.425181125378674,7.7475802463983e-34,1.4939144998062e-32
"ENSRNOG00000053607","ENSRNOG00000053607.1",4612,"311692","Fam217b","NM_001134551",-1.02751372682238,3.6471386710298,1.70754356010334e-33,3.24292930373599e-32
"ENSRNOG00000019208","ENSRNOG00000019208.7",2528,"113995","P2rx5","NM_080780",-1.56210134975029,2.26440262845862,1.92112646126475e-33,3.6336285482912e-32
"ENSRNOG00000009620","ENSRNOG00000009620.6",3905,"295669","Cybrd1","NM_001011954",-1.07682957988076,5.25748025318254,2.35138751549095e-33,4.42929843950633e-32
"ENSRNOG00000002382","ENSRNOG00000002382.7",1600,NA,NA,NA,-1.28621908078674,4.1730284848408,4.82067834118601e-33,9.01941761433237e-32
"ENSRNOG00000010278","ENSRNOG00000010278.6",1045,"24498","Il6","NM_012589",-1.6830979308227,2.6177240042455,5.41691331978367e-33,1.00940976163281e-31
"ENSRNOG00000003835","ENSRNOG00000003835.5",4492,"287532","Slc43a2","NM_001105812",-1.51397106672482,2.88571116649113,6.70909026017163e-33,1.24517841187442e-31
"ENSRNOG00000049952","ENSRNOG00000049952.3",1677,"687713","Gucd1","NM_001134997",-1.03539463963244,3.95498214654898,7.32631765431446e-33,1.35791534705101e-31
